name,fitness,precision,f-score,generalization,simplicity,time (sec)
sm,0.7867768257485446,0.922589951117878,0.8492880557076041,0.9519135946037764,0.813953488372093,273.497
im,0.9484746244284112,0.1119632134600695,0.2002838130479935,0.962995639164414,0.6273291925465838,950.032
shm6,0.95243964641382,0.6070959491220793,0.7415313286548008,0.8032026667584915,0.5809199318568996,867.453
hm6,0.9524396464138201,0.6070959491220793,0.7415313286548008,0.910546935730515,0.6291161178509532,848.846
