name,fitness,precision,f-score,generalization,simplicity,time (sec)
im,0.9785511274911984,0.5904819216327826,0.7365259138416929,0.9632027178051228,0.7142857142857143,2356.306
sm,0.9564281704148612,0.6456116261439938,0.7708686734471876,0.9926472911214616,0.7582417582417582,2756.051
shm6,0.9541615637990928,0.49085506318293637,0.6482348035863226,0.7429619784780083,0.7443609022556391,2840.134
