name,fitness,precision,f-score,generalization,simplicity,time (sec)
sm,0.7722304254148236,0.9875949496151036,0.8667347100456865,0.989955200615214,0.7142857142857143,1878.532
im,0.8886880113909178,0.8652186195423586,0.8767962910435512,0.9932879814138355,0.7000000000000001,2551.702
