name,fitness,precision,f-score,generalization,simplicity,time (sec)
sm,0.7942197651948478,0.8592803705023156,0.8254700914301978,0.931350672106497,0.8341463414634147,170.209
im,0.9379805607117848,0.0778638416362184,0.1437912532043344,0.9439060492591124,0.5578947368421053,201.268
fo,0.99995115995116,0.6289320535106946,0.7721871417679899,0.911639223122139,0.6512141280353201,177.666
shm6,0.9996635983775417,0.6289278479277414,0.7720982165362975,0.7722739846927403,0.650557620817844,219.297
