name,fitness,precision,f-score,generalization,simplicity,time (sec)
sm,0.7699002697039165,0.8576630254882489,0.8114154412170088,0.9024314697072364,0.813953488372093,264.939
im,0.9270715918301978,0.0924868701518447,0.1681942784690922,0.9271374942582388,0.6368563685636855,418.851
shm6,0.9814030648032388,0.5859453875231857,0.7337852642391395,0.777853460971069,0.6497545008183306,283.364
