name,fitness,precision,f-score,generalization,simplicity,time (sec)
sm,0.7329237838834933,0.8553851339962919,0.7894334685511122,0.9422373673485664,0.8181818181818181,148.063
im,0.9624800391228646,0.0853275690264298,0.1567579416986167,0.9432128577781056,0.6346749226006192,237.499
shm6,0.9907123470169532,0.5952695798521368,0.743691857482036,0.6826162625035657,0.6176470588235294,182.350
