name,fitness,precision,f-score,generalization,simplicity,time (sec)
hm6,0.9130466597198744,0.978502316098224,0.9446419655671237,0.9046312539979052,0.7777777777777779,305.626
shm6,0.9130466597198744,0.978502316098224,0.9446419655671237,0.9560838286183662,0.7499999999999999,307.431
sm,0.97693773788757,0.8831239759694156,0.927665069315192,0.9603040715297244,0.7647058823529413,335.569
im,0.9199353534173218,0.8482629932495472,0.8826465853865839,0.9887916529863465,0.7647058823529413,401.539
