name,fitness,precision,f-score,generalization,simplicity,time (sec)
sm,0.9630353429866304,0.5022154844814342,0.6601617310621393,0.951906460208002,0.7114427860696518,6094.25
im,0.976826928437409,0.16158586022377164,0.27730085447639996,0.9838316828205593,0.6260162601626016,6335.264
