name,fitness,precision,f-score,generalization,simplicity,time (sec)
im,0.8241434187157491,0.9987493051695386,0.903084044406115,0.9382028779787268,0.8823529411764706,9.263
sm,0.988097803849954,0.8453133369041242,0.9111456052530628,0.9440565802400416,0.7931034482758622,11.811
shm6,0.9414759083133707,0.9116763969974979,0.9263365579734105,0.3612168202155531,0.7049180327868854,10.520
