name,fitness,precision,f-score,generalization,simplicity,time (sec)
sm,0.8988200199661527,0.8801796284956114,0.889402167046274,0.9218785419903396,0.7818181818181817,64.725
im,0.966753841560103,0.1222393496472056,0.217035995845355,0.9193189876776432,0.6230031948881789,111.022
fo,1.0,0.7043919716646989,0.8265610063590141,0.9095040418633394,0.686046511627907,85.403
